,raw_close,split_factor,adjustment,adj_close,log_return,vol_20d,momentum_20d,target_fwd5d,target_class
2023-02-17,51710.50074074972,1.0,0.5,25855.25037037486,0.0099735815369133,0.1953208876356747,0.030139982144003596,0.0013795197522370381,1
2023-02-20,52652.4794142065,1.0,0.5,26326.23970710325,0.018052459862827774,0.19554728969551335,0.06145220883378322,-0.004694969686489971,0
2023-02-21,52572.4197847157,1.0,0.5,26286.20989235785,-0.0015216863223184163,0.19585813380947825,0.05385042606041779,0.0056534097954245195,1
2023-02-22,51895.56014435005,1.0,0.5,25947.780072175025,-0.012958403375533223,0.1937407280189411,0.0557201867620698,0.008403837889696883,1
2023-02-23,51240.06261111202,1.0,0.5,25620.03130555601,-0.012711541214464717,0.19632642064651662,0.028901536204021028,0.025044393736396227,1
2023-02-24,51781.88562502769,1.0,0.5,25890.942812513844,0.010518690801724517,0.1987572366949224,0.039933668738571626,0.01663614915996976,1
2023-02-27,52405.85701480216,1.0,0.5,26202.92850740108,0.01197797042410187,0.20099542569821455,0.05455013027804867,0.00837501787184437,1
2023-02-28,52870.47493781113,1.0,0.5,26435.237468905565,0.008826693159596388,0.1958129700042131,0.07382763832762151,0.013544855456826592,1
2023-03-01,52333.519712049834,1.0,0.5,26166.759856024917,-0.010207975281261383,0.19233615817199795,0.044093629219212005,0.02754694710506541,1
2023-03-02,52539.54334665751,1.0,0.5,26269.771673328756,0.003929014632234384,0.1917166628583826,0.05018343698506733,0.0345826335617005,1
2023-03-03,52650.54231507033,1.0,0.5,26325.271157535164,0.0021104462252985456,0.18878171814848158,0.05876659489917557,0.03380927510446269,1
2023-03-06,52846.60004308589,1.0,0.5,26423.300021542946,0.003716839135975647,0.18627601630464433,0.06775619873479855,0.034918455977245716,1
2023-03-07,53591.46974101281,1.0,0.5,26795.734870506403,0.013996530744579516,0.18922064284080134,0.0730968303192423,0.031136597759484606,1
2023-03-08,53795.188234940906,1.0,0.5,26897.594117470453,0.0037941163669774625,0.18901508340109888,0.07086292617583112,0.0046672517051553454,1
2023-03-09,54388.281999851606,1.0,0.5,27194.140999925803,0.010964701088870044,0.19054458104038488,0.07505488213623401,-0.01105898037451115,0
2023-03-10,54461.052545901286,1.0,0.5,27230.526272950643,0.0013370877680607407,0.19031045586440515,0.06933435938717736,-0.019530923698825666,0
2023-03-13,54724.51790838892,1.0,0.5,27362.25895419446,0.004826020008758647,0.15268479784593408,0.040159782484181505,-0.034145506631791,0
2023-03-14,55286.3756491023,1.0,0.5,27643.18782455115,0.010214672526817736,0.1521543412260982,0.05650207244613448,-0.04842044486443507,0
2023-03-15,54046.8507482716,1.0,0.5,27023.4253741358,-0.022675229687353138,0.17358856785704008,0.04162109001289416,-0.0019292850134139024,0
2023-03-16,53790.11670209724,1.0,0.5,26895.05835104862,-0.004761530990794682,0.16696518191266374,0.049402457411011014,-0.01053049495221747,0
2023-03-17,53407.69786295165,1.0,0.5,26703.848931475826,-0.007134855556254038,0.16780979237705426,0.032294020317843675,0.012126128815163359,1
2023-03-20,52887.463578685754,1.0,0.5,26443.731789342877,-0.009788562924207156,0.16058350098390048,0.004452997530808744,-0.004315198565810062,0
2023-03-21,52673.16177958239,1.0,0.5,26336.580889791196,-0.004060265705826183,0.16120087522846702,0.001914418147300978,-0.005256058894551308,0
2023-03-22,53942.67948943666,1.0,0.5,26971.33974471833,0.023815930163667787,0.1740437193997939,0.03868875168650199,-0.026236051744442258,0
2023-03-23,53226.65213700055,1.0,0.5,26613.326068500275,-0.01336274092959755,0.17478430431269443,0.038037551971369155,-0.00336835941542374,0
2023-03-24,54059.269020793334,1.0,0.5,27029.634510396667,0.015521768211126385,0.17890921121670625,0.04304062938077102,-0.007416544357001056,0
2023-03-27,52659.73537129461,1.0,0.5,26329.867685647307,-0.026229890305179637,0.20110637275637488,0.004832768651489516,0.03158020797789882,1
2023-03-28,52397.03484451672,1.0,0.5,26198.51742225836,-0.005001126034569481,0.19925861038309992,-0.008995050542676353,0.031362247799555855,1
2023-03-29,52545.84045272076,1.0,0.5,26272.92022636038,0.0028359373137778476,0.19614125276081507,0.004048862052362878,0.021517771626956544,1
2023-03-30,53047.6672540591,1.0,0.5,26523.83362702955,0.009504951399421202,0.19853043146378782,0.009624798819549696,0.025797487763437047,1
2023-03-31,53659.819154002274,1.0,0.5,26829.909577001137,0.011473583269548726,0.20229581913927952,0.018987935863799876,0.011583962023444548,1
2023-04-03,54349.278412582,1.0,0.5,27174.639206291,0.012766862029719661,0.20644596821230868,0.02803795875754389,-0.021000253751187525,0
2023-04-04,54066.36376309961,1.0,0.5,27033.181881549805,-0.005219086212910895,0.20212033727434775,0.00882234180005348,-0.03335594610333059,0
2023-04-05,53688.76231455865,1.0,0.5,26844.381157279324,-0.007008538858821467,0.20337698975357157,-0.0019803134257454502,-0.04055460223151373,0
2023-04-06,54433.96846285947,1.0,0.5,27216.984231429735,0.013784667535899686,0.20564532712280814,0.0008396530212841924,-0.04623690653096497,0
2023-04-07,54285.02665999797,1.0,0.5,27142.513329998987,-0.0027399424704430686,0.20581393583819915,-0.003237377217219617,-0.04098115208866801,0
2023-04-10,53219.830627668896,1.0,0.5,26609.915313834448,-0.019817353744912225,0.21621917490332732,-0.02788075097089049,-0.010016858676321726,0
2023-04-11,52292.67503058413,1.0,0.5,26146.337515292063,-0.01757477856505396,0.21891492833139267,-0.055670202062762186,0.0011021406276170425,1
2023-04-12,51554.9953872973,1.0,0.5,25777.49769364865,-0.014207194987003291,0.21061592787109062,-0.04720216736241234,0.01807891852447495,1
2023-04-13,51974.40951490029,1.0,0.5,25987.204757450145,0.008102363236448085,0.21359932738840173,-0.03433827313516957,0.020101495397322425,1
2023-04-14,52105.331975680936,1.0,0.5,26052.665987840468,0.0025158119718540206,0.213099046210234,-0.024687605607061514,0.012986750808178781,1
2023-04-17,52689.39618411902,1.0,0.5,26344.69809205951,0.011146939667433742,0.2149028364112288,-0.003752103015420616,0.00930616243218883,1
2023-04-18,52350.340684254705,1.0,0.5,26175.170342127352,-0.006455779261115069,0.21564234030111912,-0.006147616570709502,0.005610405425021731,1
2023-04-19,52495.53025761188,1.0,0.5,26247.76512880594,0.0027695829098526303,0.1965074079155925,-0.02719396382452466,-0.0026039206824697235,0
2023-04-20,53029.74423603296,1.0,0.5,26514.87211801648,0.010124940109296432,0.19516101686441847,-0.003706282785630677,-0.018467850078645893,0
2023-04-21,52786.42395123194,1.0,0.5,26393.21197561597,-0.004598932617289719,0.18656239876068148,-0.02382698361404678,-0.03242880422806328,0
2023-04-24,53182.02093112452,1.0,0.5,26591.01046556226,0.007466351291444795,0.16349817398488078,0.00986925798257765,-0.031953242347935604,0
2023-04-25,52644.87276926199,1.0,0.5,26322.436384630993,-0.010151536268281802,0.16678299708549366,0.004718847748865329,-0.028921280625336786,0
2023-04-26,52359.01387668709,1.0,0.5,26179.506938343544,-0.0054447431976392124,0.16765870573815153,-0.003561832762551731,-0.023006956092354938,0
2023-04-27,52059.38665805244,1.0,0.5,26029.69332902622,-0.005738989286879104,0.16468731469160366,-0.018805773448852037,-0.00942410111247775,0
2023-04-28,51102.08155373825,1.0,0.5,25551.040776869126,-0.018559886766707834,0.169107595843509,-0.0488392434851086,0.016440808140811926,1
2023-05-01,51509.54572917874,1.0,0.5,25754.77286458937,0.007941913171572779,0.16414676315971113,-0.05366419234325548,0.019250542932102294,1
2023-05-02,51144.12205265715,1.0,0.5,25572.061026328574,-0.007119574545683349,0.16467395139948746,-0.05556468067602793,0.025091934344283764,1
2023-05-03,51168.144017477345,1.0,0.5,25584.072008738673,0.00046958133534324986,0.16426496350387138,-0.048086560481863216,0.018228848659363465,1
2023-05-04,51571.078282121176,1.0,0.5,25785.539141060588,0.007843865692997554,0.15772281668686078,-0.05402736232476535,0.009402356611080308,1
2023-05-05,51949.18552817568,1.0,0.5,25974.59276408784,0.007305022486582047,0.16167116373470475,-0.043982397367740234,-0.0242028680035706,0
2023-05-08,52510.738282176106,1.0,0.5,26255.369141088053,0.010751647962862876,0.15370583487998415,-0.013413395659965133,-0.05747157779880219,0
2023-05-09,52443.66281867121,1.0,0.5,26221.831409335606,-0.001278183133502253,0.14022954475238691,0.0028831997715865754,-0.07675113811885932,0
2023-05-10,52109.433618774245,1.0,0.5,26054.716809387122,-0.006393504349576418,0.13213258442822268,0.010696890409013449,-0.08578997762790347,0
2023-05-11,52058.25466495386,1.0,0.5,26029.12733247693,-0.0009826263552863423,0.12913280111981668,0.0016119008172790217,-0.07823868152370875,0
2023-05-12,50706.959601554954,1.0,0.5,25353.479800777477,-0.02630020212806805,0.15898557255776347,-0.02720411328264305,-0.06592561668449154,0
2023-05-15,49577.94658690276,1.0,0.5,24788.97329345138,-0.022517061832369123,0.1684841132271342,-0.060868114782445915,-0.04909123782719354,0
2023-05-16,48569.140793638195,1.0,0.5,24284.570396819097,-0.020557743453560207,0.1793574021507073,-0.07497007897489105,-0.007799754459509257,0
2023-05-17,47825.359021384655,1.0,0.5,23912.679510692327,-0.015432343858620357,0.18219894948599824,-0.09317200574336404,0.00229477668966212,1
2023-05-18,48140.542043734175,1.0,0.5,24070.271021867087,0.006568669748908462,0.17877697989163022,-0.09672827610375201,0.007613702866560772,1
2023-05-19,47471.88090197396,1.0,0.5,23735.94045098698,-0.013987137288850704,0.1816937291439584,-0.106116480775313,0.0071705611816868745,1
2023-05-22,47202.878304722995,1.0,0.5,23601.439152361498,-0.005682682975070463,0.17531753547050424,-0.11926551504182825,0.009890724188086182,1
2023-05-23,48191.78696779296,1.0,0.5,24095.89348389648,0.020733739914124527,0.1983029369301894,-0.08838023885942192,-0.025531639321197445,0
2023-05-24,47935.23356099118,1.0,0.5,23967.61678049559,-0.005337812709448997,0.19829596417297532,-0.0882733083712317,-0.025260278229157915,0
2023-05-25,48508.46869143275,1.0,0.5,24254.234345716373,0.011887595925806238,0.2064373654915975,-0.07064672315854637,-0.02364144743050425,0
2023-05-26,47813.504280290945,1.0,0.5,23906.752140145472,-0.014430278973724953,0.2029411116644411,-0.06651711536556348,-0.03614109072437663,0
2023-05-29,47672.065430242335,1.0,0.5,23836.032715121168,-0.002962519968670918,0.19855494601100004,-0.07742154850580718,-0.026064223983072628,0
2023-05-30,46976.946076355045,1.0,0.5,23488.473038177523,-0.0146886235951591,0.20198553632704097,-0.08499059755528293,-0.0073587991088030205,0
2023-05-31,46739.541559002464,1.0,0.5,23369.770779501232,-0.005066451617409484,0.20122453452707167,-0.09052663050803567,-0.011376512318300289,0
2023-06-01,47375.108207555975,1.0,0.5,23687.554103777988,0.013506426724461562,0.20676899182041,-0.08486406947657166,-0.04738339220222682,0
2023-06-02,46116.32575655879,1.0,0.5,23058.162878279396,-0.026929922267598272,0.2168726743226374,-0.11909901423075198,-0.019044719500499577,0
2023-06-05,46445.583126675236,1.0,0.5,23222.791563337618,0.0071143467726315635,0.21351471039600817,-0.12273631542098329,-0.03422497517712813,0
2023-06-06,46632.52099918154,1.0,0.5,23316.26049959077,0.004016801279112414,0.21592642769911008,-0.11744133100836862,-0.03430465309565248,0
2023-06-07,46210.82178466977,1.0,0.5,23105.410892334887,-0.009084164826907326,0.21622363089694702,-0.12013199148569953,-0.024603531863974213,0
2023-06-08,45182.667696723474,1.0,0.5,22591.333848361737,-0.02250045315946636,0.222977676323582,-0.14164981828987955,0.02339538519478416,1
2023-06-09,45246.363654776505,1.0,0.5,22623.181827388253,0.001408750434130468,0.21276234390895304,-0.11394086572768103,0.018489955404320805,1
2023-06-12,44882.8784970446,1.0,0.5,22441.4392485223,-0.008065908903995833,0.20359624330761836,-0.09948971279930774,0.010710111334255756,1
2023-06-13,45059.93624685376,1.0,0.5,22529.96812342688,0.00393712336058627,0.19719547673000293,-0.07499484598516126,0.009869131304388979,1
2023-06-14,45087.74484058276,1.0,0.5,22543.87242029138,0.0006169564047713294,0.19276396060753762,-0.05894554572176958,0.01298961447331707,1
2023-06-15,46252.195840185756,1.0,0.5,23126.097920092878,0.025498463899293,0.21552565458731984,-0.04001575157138504,0.009169160350859795,1
2023-06-16,46090.749169923314,1.0,0.5,23045.374584961657,-0.0034966793563349086,0.21095604805871257,-0.029525293638869243,0.026090423082769116,1
2023-06-19,45366.162515931916,1.0,0.5,22683.081257965958,-0.015845752974060545,0.21665153169739107,-0.039688363637859325,0.04782918442563471,1
2023-06-20,45506.84032439589,1.0,0.5,22753.420162197945,0.003096143330719059,0.20057075312859174,-0.05732596022126479,0.06805071297742706,1
2023-06-21,45677.23761674127,1.0,0.5,22838.618808370637,0.0037374395736993193,0.20167149132565873,-0.04825070793811648,0.0458648324740463,1
2023-06-22,46678.23988860832,1.0,0.5,23339.11994430416,0.02167800977683676,0.21352499595405988,-0.038460294087085956,0.01438450053533629,1
2023-06-23,47309.100860251754,1.0,0.5,23654.550430125877,0.013424583375574173,0.2147736640719579,-0.01060543173778683,-0.013359464854770176,0
2023-06-26,47588.71686808121,1.0,0.5,23794.358434040605,0.005893008368804686,0.21574169138970348,-0.0017499034003112257,-0.025118583130907233,0
2023-06-27,48711.41341988844,1.0,0.5,24355.70670994422,0.02331767188251277,0.22366164327483137,0.036256392077360644,-0.06984420648061143,0
2023-06-28,47821.00238823722,1.0,0.5,23910.50119411861,-0.018448440929681453,0.2339292143967359,0.022874402765088675,-0.041120260886695105,0
2023-06-29,47354.53548122776,1.0,0.5,23677.26774061388,-0.0098023221618746,0.23221676673308062,-0.0004343461212474864,-0.03454479978948766,0
2023-06-30,46681.279605513504,1.0,0.5,23340.639802756752,-0.014319382014530646,0.21662699667206814,0.01217619413182014,-0.04311562223132034,0
2023-07-03,46408.24370100324,1.0,0.5,23204.12185050162,-0.005866109907332273,0.21635675991415687,-0.0008042625481436971,-0.05297056203982873,0
2023-07-04,45425.297247270915,1.0,0.5,22712.648623635458,-0.021407951467192987,0.2285146887954184,-0.0262290152944491,-0.026352414106794248,0
2023-07-05,45894.47147380765,1.0,0.5,22947.235736903825,0.010275504664235768,0.23010823027370095,-0.006869345803306004,-0.023155848537826786,0
2023-07-06,45746.61507505135,1.0,0.5,22873.307537525674,-0.0032268610646664087,0.2151799570251195,0.012404246291493948,0.011789385787971349,1
2023-07-07,44711.35951099971,1.0,0.5,22355.679755499856,-0.022890204456365026,0.23072426492447926,-0.011894708599001547,0.0808414281790621,1
2023-07-10,44013.94640216924,1.0,0.5,22006.97320108462,-0.015721049715841318,0.23556140989423605,-0.01954984941084703,0.10336163048264602,1
2023-07-11,44243.86615358035,1.0,0.5,22121.933076790174,0.0052101964658426425,0.2359567017905786,-0.01827677630559066,0.08284049089127152,1
2023-07-12,44843.955774386784,1.0,0.5,22421.977887193392,0.013472070233202516,0.2414120217720278,-0.005421662477159472,0.03606466524639138,1
2023-07-13,46289.13125125192,1.0,0.5,23144.56562562596,0.031718373261131916,0.2510358030945554,0.0007982468846794433,0.008835168686549048,1
2023-07-14,48476.00946107207,1.0,0.5,24238.004730536035,0.0461618379347275,0.2990511219367729,0.05045676417574185,-0.049856470649381646,0
2023-07-17,48806.72827603481,1.0,0.5,24403.364138017405,0.006799152587742441,0.291305673710185,0.07310166973754484,-0.06292406777490614,0
2023-07-18,48065.142908074224,1.0,0.5,24032.571454037112,-0.015310943125532717,0.2990000885444526,0.05469458328129306,-0.05697992569269339,0
2023-07-19,46490.75517223597,1.0,0.5,23245.377586117986,-0.03330375541167818,0.325120985086413,0.017653388295915562,-0.02562060087023404,0
2023-07-20,46699.91553628121,1.0,0.5,23349.957768140604,0.0044888767012896125,0.316140152402037,0.0004642552203684147,-0.013049049437542733,0
2023-07-21,46118.42545439115,1.0,0.5,23059.212727195576,-0.012529801401203855,0.3149695811999519,-0.025490129556409613,0.0022268518836173006,1
2023-07-24,45830.23884679556,1.0,0.5,22915.11942339778,-0.006268444537781193,0.31425651792466686,-0.03765158246299549,0.006269850024123235,1
2023-07-25,45402.96035805205,1.0,0.5,22701.480179026024,-0.009366801043318773,0.3006141007304482,-0.07033605538882703,-0.0004005450100252082,0
2023-07-26,45314.7632274781,1.0,0.5,22657.38161373905,-0.001944430589219337,0.29540467934529074,-0.05383204504836492,-0.024557074321019022,0
2023-07-27,46094.48476864985,1.0,0.5,23047.242384324923,0.017060428133980565,0.3021411805563186,-0.026969294752509754,-0.04900331468522861,0
2023-07-28,46221.23878953175,1.0,0.5,23110.619394765876,0.0027460999199568903,0.29847456851864596,-0.009903812818022217,-0.05232359270641485,0
2023-07-31,46118.49027325378,1.0,0.5,23059.24513662689,-0.002225446397275732,0.29788485359225164,-0.006263149307965676,-0.021983049761177088,0
2023-08-01,45384.778070495624,1.0,0.5,22692.389035247812,-0.016037196077467897,0.29341699812731353,-0.000892393918240586,-0.003621405354432865,0
2023-08-02,44215.51758859617,1.0,0.5,22107.758794298086,-0.026100959900212217,0.30464440676754184,-0.03726885848268857,0.03822906456397947,1
2023-08-03,43890.15309760027,1.0,0.5,21945.076548800134,-0.00738581223022905,0.3052483738511751,-0.04142780964825121,0.038024527680456506,1
2023-08-04,43864.95956631113,1.0,0.5,21932.479783155566,-0.0005741781012300606,0.29517365596129025,-0.019111783293116247,0.020210412982862944,1
2023-08-07,45115.72748098912,1.0,0.5,22557.86374049456,0.02811509654796218,0.3068717936094175,0.024724362970687253,-0.02283102645601202,0
2023-08-08,45220.71863433912,1.0,0.5,22610.35931716956,0.0023244483292756968,0.3065469353873856,0.021838614834120307,-0.03630389429558868,0
2023-08-09,45938.56078844093,1.0,0.5,22969.280394220466,0.015749510018199686,0.30787056774141186,0.024116054619117477,-0.018260339322806345,0
2023-08-10,45591.191070748675,1.0,0.5,22795.595535374337,-0.007590349113751671,0.28711942978856003,-0.01519266775576611,-0.023332797054980092,0
2023-08-11,44760.50773093077,1.0,0.5,22380.253865465384,-0.018388292798823258,0.2336571587462536,-0.07974279848931687,0.008533276954749605,1
2023-08-14,44097.35855276516,1.0,0.5,22048.67927638258,-0.014926342890912991,0.23308093045036954,-0.1014682939679723,0.009512670846339635,1
2023-08-15,43608.47291492521,1.0,0.5,21804.236457462604,-0.01114841951029888,0.23111608368718178,-0.09730577035273846,0.03560480377031656,1
2023-08-16,45107.31955126191,1.0,0.5,22553.659775630957,0.03379306499098078,0.24397531873966818,-0.0302089499500795,0.00814696411625998,1
2023-08-17,44539.73546444185,1.0,0.5,22269.867732220926,-0.0126628068459258,0.24596973169607,-0.04736063349729491,0.018615773404102975,1
2023-08-18,45144.095844201634,1.0,0.5,22572.047922100817,0.013477781210905704,0.24902454036798094,-0.021353050885185354,0.004768860207293077,1
2023-08-21,44518.84375649877,1.0,0.5,22259.421878249384,-0.013946948999322473,0.2526171421456176,-0.029031555346726634,0.008676689740437742,1
2023-08-22,45189.11630612705,1.0,0.5,22594.558153063525,0.014943713413677173,0.2572115030334594,-0.004721040889730688,0.0010307706436298346,1
2023-08-23,45476.308293140435,1.0,0.5,22738.154146570218,0.006335225336925987,0.2581594706117927,0.0035586150364146363,-0.012196953540266035,0
2023-08-24,45376.642756745765,1.0,0.5,22688.321378372882,-0.0021939975580842486,0.2503893541308182,-0.015695810655650178,-0.029031615047672116,0
2023-08-25,45359.89587758587,1.0,0.5,22679.947938792935,-0.00036913198590227125,0.25005065519104613,-0.01881104256150934,-0.04851529067713457,0
2023-08-28,44906.800608054284,1.0,0.5,22453.400304027142,-0.010039119466178192,0.25211291420432147,-0.0266247156304118,-0.03548534952690553,0
2023-08-29,45235.7199353271,1.0,0.5,22617.85996766355,0.007297794316869499,0.2476268039987965,-0.0032897252360744034,-0.0176419766100138,0
2023-08-30,44925.00481970145,1.0,0.5,22462.502409850724,-0.006892498846971407,0.22967931780627507,0.015918735817166407,-0.007957029223134906,0
2023-08-31,44078.22431893043,1.0,0.5,22039.112159465214,-0.019028659065488895,0.23872046309836492,0.0042758889819065615,0.009476069285720834,1
2023-09-01,43211.776975548935,1.0,0.5,21605.888487774468,-0.019852807615366785,0.24914535433894291,-0.015002740532230163,0.03410303295420176,1
2023-09-04,43341.2091529341,1.0,0.5,21670.60457646705,0.0029908216840510704,0.2253653301032894,-0.040127015396141275,0.05195262289935827,1
2023-09-05,44444.670774713755,1.0,0.5,22222.335387356878,0.025141167233762474,0.24488836949432646,-0.017310296491654498,0.030539222772390892,1
2023-09-06,44568.95367676874,1.0,0.5,22284.47683838437,0.0027924485399069,0.2374342739902654,-0.030267357969947284,0.021548096099166185,1
2023-09-07,44497.89791419227,1.0,0.5,22248.948957096134,-0.0015955605566322362,0.2363503488149333,-0.02427256941282785,0.04083888367002699,1
2023-09-08,44710.84574148072,1.0,0.5,22355.42287074036,0.004774156053114709,0.22818635719247848,-0.0011101205608898823,0.04308982429858217,1
2023-09-11,45652.415442581754,1.0,0.5,22826.207721290877,0.020840411629206912,0.23254857613525343,0.03465663395923002,0.046708113637422694,1
2023-09-12,45822.91460836376,1.0,0.5,22911.45730418188,0.003727767106793678,0.2275613235117478,0.04953282057632258,0.046138835136851304,1
2023-09-13,45539.75163432182,1.0,0.5,22769.87581716091,-0.006198678133316093,0.19675954587742472,0.009541077452025704,0.03332675605172035,1
2023-09-14,46352.75984604279,1.0,0.5,23176.379923021395,0.017695227014227655,0.199362111161047,0.03989911131217916,-0.005642135616173885,0
2023-09-15,46679.53894888701,1.0,0.5,23339.769474443507,0.007025096681669396,0.19571512606101632,0.03344642678294285,0.013605256240890458,1
2023-09-18,47835.33687260809,1.0,0.5,23917.668436304044,0.024458700968047253,0.20242786430606505,0.07185207675031258,0.016564556308157015,1
2023-09-19,47986.66309436551,1.0,0.5,23993.331547182755,0.003158488606223031,0.19793560953185954,0.060066851942858435,0.010851723293777558,1
2023-09-20,47083.01700606667,1.0,0.5,23541.508503033336,-0.019010757218447694,0.2122094239853664,0.034720869387484754,0.024100664893501253,1
2023-09-21,46091.967692986174,1.0,0.5,23045.983846493087,-0.021273664653666202,0.2271755051436936,0.0156412022919028,0.06866273124705488,1
2023-09-22,47318.965958357934,1.0,0.5,23659.482979178967,0.02627248853873354,0.24441426907333078,0.04228282281653861,0.02522872942652548,1
2023-09-25,48634.30702814867,1.0,0.5,24317.153514074336,0.027418001035314887,0.25561908073438216,0.07973994331803169,-0.016007080240419715,0
2023-09-26,48510.236784473134,1.0,0.5,24255.118392236567,-0.00255434440815705,0.2563179315183844,0.06988780459300514,-0.0030484736666383716,0
2023-09-27,48231.53343420312,1.0,0.5,24115.76671710156,-0.005761815618722466,0.2557409977019614,0.07101848782125408,-0.0032282871421127723,0
2023-09-28,49367.95006208518,1.0,0.5,24683.97503104259,0.023288401699886663,0.2502414121403034,0.11333554858662964,-0.026324533200668715,0
2023-09-29,48527.94978548475,1.0,0.5,24263.974892742375,-0.017161513281795493,0.24675935776896704,0.11602684292020093,-0.011464186167219033,0
2023-10-02,47862.01136261079,1.0,0.5,23931.005681305396,-0.013817808631630513,0.2563263329914158,0.09921821260451935,0.007942739359650688,1
2023-10-03,48362.57978366299,1.0,0.5,24181.289891831497,0.010404262165623734,0.24607078281133685,0.08448130753638061,0.01997705048690558,1
2023-10-04,48076.079255346325,1.0,0.5,24038.039627673163,-0.00594162909419893,0.24868391807397144,0.07574722990227478,0.02761807523307562,1
2023-10-05,48085.31823282071,1.0,0.5,24042.659116410356,0.0001921556413311265,0.24825127078653317,0.07753494610023814,0.037839819829190616,1
2023-10-06,47974.79313854322,1.0,0.5,23987.39656927161,-0.002301166248345865,0.24918070573019135,0.07045962379877757,0.008126627798503297,1
2023-10-09,48243.68058714682,1.0,0.5,24121.84029357341,0.0055891168952406645,0.2408648129183092,0.05520832906481132,0.002043085650608025,1
2023-10-10,49338.436396358855,1.0,0.5,24669.218198179427,0.022438573292879127,0.25081301765417213,0.07391913525089677,-0.0334022987126485,0
2023-10-11,49422.353204379666,1.0,0.5,24711.176602189833,0.0016993956519719688,0.24823408128796084,0.08181720903618483,-0.05402337840762723,0
2023-10-12,49939.72189744597,1.0,0.5,24969.860948722984,0.010413900237445262,0.24425507747822647,0.07453588225940244,-0.07799406104259046,0
2023-10-13,48366.25490371174,1.0,0.5,24183.12745185587,-0.03201435827903332,0.2746785503688237,0.03549642729869973,-0.050968834894261274,0
2023-10-16,48342.34731665535,1.0,0.5,24171.173658327676,-0.0004944252526559723,0.26130253399600833,0.010543301077996503,-0.03577748294172919,0
2023-10-17,47717.639076606254,1.0,0.5,23858.819538303127,-0.013006811070377822,0.26541153039703635,-0.00562199859860435,-0.043386576267855616,0
2023-10-18,46823.22953935902,1.0,0.5,23411.61476967951,-0.018921684043005982,0.2653283368154846,-0.005532925423162638,-0.02370967409970086,0
2023-10-19,46192.74056251914,1.0,0.5,23096.37028125957,-0.013556782397516898,0.2585563004675654,0.0021839568329866665,-0.01750502610507886,0
2023-10-20,45962.852823379166,1.0,0.5,22981.426411689583,-0.004989132130704732,0.23972723059847245,-0.029077663836451606,-0.017403442698633323,0
2023-10-23,46643.353890436905,1.0,0.5,23321.676945218453,0.014696926699876656,0.22308188474748802,-0.04179873817188984,-0.01603560056331119,0
2023-10-24,45691.603274578294,1.0,0.5,22845.801637289147,-0.020615904396503737,0.23259062616771325,-0.059860298160236525,0.013327642858731588,1
2023-10-25,45726.12343502302,1.0,0.5,22863.06171751151,0.000755218125148005,0.23271203786952685,-0.053343264416366054,0.03390728264736497,1
2023-10-26,45391.171643884474,1.0,0.5,22695.585821942237,-0.007352134402895061,0.2118681889487475,-0.08398380051914778,0.03909899877580179,1
2023-10-27,45169.8613537941,1.0,0.5,22584.93067689705,-0.0048875487242590054,0.206315315028276,-0.07170983596161129,0.033299299024344885,1
2023-10-30,45901.364719057136,1.0,0.5,22950.682359528568,0.01606476883519825,0.21379081591944107,-0.04182725849478253,0.01398190265985158,1
